,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
278,School of Information Systems (4year programme),Information Systems Management (4year programme),Singapore Management University,3300,3000,3300,89.5,3800,3468,3389,2013,93.6
279,School of Information Systems (4year programme),Information Systems Management (4year programme) Cum Laude and above,Singapore Management University,3800,3500,3725,90.9,4000,3862,3786,2013,100
280,School of Social Sciences (4year programme),Social Sciences (4year programme),Singapore Management University,3000,2600,3000,79.8,3320,3150,3122,2013,86.5
281,School of Social Sciences (4year programme),Social Sciences (4year programme) Cum Laude and above,Singapore Management University,3200,2800,3200,83.3,3781,3267,3251,2013,87.5
282,School of Law (4year programme),Law (4year programme),Singapore Management University,5000,4500,4800,100,6000,5246,5023,2013,100
283,School of Law (4year programme),Law (4year programme) Cum Laude and above,Singapore Management University,5547,4750,5000,100,6400,5617,5329,2013,100
284,College of Business (Nanyang Business School),Accountancy (3yr direct Honours Programme),Nanyang Technological University,2840,2700,2800,96.1,3000,3003,2981,2014,96.6
285,College of Business (Nanyang Business School),Business (3yr direct Honours Programme),Nanyang Technological University,3100,2800,3000,80.2,3600,3318,3231,2014,89.6
286,College of Business (Nanyang Business School),Business and Computing,Nanyang Technological University,3450,3232,3400,89.3,4000,3431,3398,2014,92.9
287,College of Engineering,Aerospace Engineering,Nanyang Technological University,3770,3300,3700,82.7,4070,3911,3715,2014,84.6
288,College of Engineering,Bioengineering,Nanyang Technological University,3000,2825,3000,69.7,3400,3188,2998,2014,79.8
289,College of Engineering,Chemical and Biomolecular Engineering,Nanyang Technological University,3400,3200,3250,76.1,3575,3415,3296,2014,83.8
290,College of Engineering,Computer Engineering,Nanyang Technological University,3400,3200,3300,88.8,3800,3512,3423,2014,91.4
291,College of Engineering,Civil Engineering,Nanyang Technological University,3100,3000,3000,92.9,3300,3152,3122,2014,93.8
292,College of Engineering,Computer Science,Nanyang Technological University,3200,3000,3200,93.7,3700,3304,3269,2014,94.5
293,College of Engineering,Electrical and Electronic Engineering,Nanyang Technological University,3200,3000,3175,88.4,3500,3336,3241,2014,90.7
294,College of Engineering,Environmental Engineering,Nanyang Technological University,3000,3000,3000,82.2,3500,3111,3121,2014,88.9
295,College of Engineering,Information Engineering and Media,Nanyang Technological University,3200,3000,3000,73.2,3600,3318,3185,2014,85.7
296,College of Engineering,Materials Engineering,Nanyang Technological University,3150,3000,3000,77.7,3410,3261,3145,2014,82.5
297,College of Engineering,Mechanical Engineering,Nanyang Technological University,3100,3000,3000,87.8,3500,3289,3161,2014,90.2
298,College of Engineering,Maritime Studies,Nanyang Technological University,3050,3000,3050,92.5,3500,3206,3163,2014,92.5
299,College of Humanities Arts Social Sciences,Art Design  Media,Nanyang Technological University,2700,2300,2600,68,3000,2791,2761,2014,80
300,College of Humanities Arts Social Sciences,Chinese,Nanyang Technological University,3000,2700,3000,75.8,3300,3006,2927,2014,86.8
301,College of Humanities Arts Social Sciences,Communication Studies,Nanyang Technological University,3000,2600,2800,77.9,3294,2976,2891,2014,86.7
302,College of Humanities Arts Social Sciences,Economics,Nanyang Technological University,3200,3000,3075,78.4,3500,3222,3183,2014,88.7
303,College of Humanities Arts Social Sciences,English,Nanyang Technological University,3100,2800,3000,63,3990,3432,3137,2014,87
304,College of Humanities Arts Social Sciences,Linguistics and Multilingual Studies,Nanyang Technological University,3230,2800,3000,66.7,3500,3148,3066,2014,85.7
305,College of Humanities Arts Social Sciences,Psychology,Nanyang Technological University,3100,2800,3100,54.9,3500,3228,3197,2014,66.7
